Data-Hora;Nivel_Sensor(cm);Nivel_Display(cm);Chuva(mm);Chuva_Acum_Datalogger(mm);Temp_H2O;Press_Atm(mb);Temp_Int(C);Bateria(V);OffSet(cm);vazao(m3_s)
01/10/2023 00:00:00;34.00;;0.00;;;;;;;
01/10/2023 00:30:00;34.00;;0.00;;;;;;;
01/10/2023 01:00:00;33.00;;0.20;;;;;;;
01/10/2023 01:30:00;34.00;;0.00;;;;;;;
01/10/2023 02:00:00;33.00;;0.40;;;;;;;
01/10/2023 02:30:00;34.00;;0.00;;;;;;;
01/10/2023 03:00:00;34.00;;0.20;;;;;;;
01/10/2023 03:30:00;35.00;;0.00;;;;;;;
01/10/2023 04:00:00;33.00;;0.00;;;;;;;
01/10/2023 04:30:00;34.00;;0.00;;;;;;;
01/10/2023 05:00:00;33.00;;0.00;;;;;;;
01/10/2023 05:30:00;35.00;;1.80;;;;;;;
01/10/2023 06:00:00;36.00;;14.00;;;;;;;
01/10/2023 06:30:00;60.00;;6.60;;;;;;;
01/10/2023 07:00:00;56.00;;2.20;;;;;;;
01/10/2023 07:30:00;60.00;;2.20;;;;;;;
01/10/2023 08:00:00;63.00;;1.60;;;;;;;
01/10/2023 08:30:00;61.00;;0.20;;;;;;;
01/10/2023 09:00:00;60.00;;0.00;;;;;;;
01/10/2023 09:30:00;64.00;;0.00;;;;;;;
01/10/2023 10:00:00;82.00;;0.00;;;;;;;
01/10/2023 10:30:00;80.00;;0.00;;;;;;;
01/10/2023 11:00:00;79.00;;0.00;;;;;;;
01/10/2023 11:30:00;78.00;;0.00;;;;;;;
01/10/2023 12:00:00;74.00;;0.20;;;;;;;
01/10/2023 12:30:00;75.00;;0.20;;;;;;;
01/10/2023 13:00:00;84.00;;0.00;;;;;;;
01/10/2023 13:30:00;102.00;;0.00;;;;;;;
01/10/2023 14:00:00;91.00;;4.40;;;;;;;
01/10/2023 14:30:00;89.00;;4.40;;;;;;;
01/10/2023 15:00:00;87.00;;0.40;;;;;;;
01/10/2023 15:30:00;89.00;;0.40;;;;;;;
01/10/2023 16:00:00;88.00;;1.20;;;;;;;
01/10/2023 16:30:00;86.00;;0.00;;;;;;;
01/10/2023 17:00:00;88.00;;0.00;;;;;;;
01/10/2023 17:30:00;88.00;;0.00;;;;;;;
